,Status,County,List Price,Subdivision/Neighborhood,Style,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,Close Date,Close Price,Concessions Amt 
199,Active,Howard County,"$419,900 ",BRYANT WOODS,Split Level,4,2,1.0,3.0,1.0,Yes,8800.0,1968,,,
200,Active,Howard County,"$420,000 ",NOTTINGHAM VILLAGE,Colonial,4,3,1.0,3.0,,No,4739.0,1992,,,
201,Active,Anne Arundel County,"$420,000 ",DELMONT STATION,Split Level,3,2,0.0,4.0,,Yes,7048.0,1993,,,
202,Active,Montgomery County,"$425,000 ",WHEATON WOODS,Ranch/Rambler,4,2,,2.0,,Yes,7579.0,1953,,,
203,Active,Anne Arundel County,"$425,000 ",WINDSWEPT ESTATES,Split Foyer,4,2,,2.0,,Yes,10116.0,1994,,,
204,Active,Montgomery County,"$425,000 ",WHEATON WOODS,Ranch/Rambler,5,2,1.0,2.0,,Yes,8597.0,1953,,,
205,Active,Howard County,"$425,000 ",VILLAGE OF OWEN BROWN,"Colonial, Contemporary",3,2,,3.0,,Yes,3789.0,1983,,,
206,Active,Howard County,"$425,000 ",HARWOOD PARK,Colonial,4,3,1.0,3.0,,Yes,3912.0,2009,,,
207,Active,Howard County,"$425,000 ",NOTTINGHAM VILLAGE,Colonial,4,3,1.0,3.0,1.0,Yes,4028.0,1991,,,
208,Active,Montgomery County,"$425,000 ",STEDWICK,Contemporary,4,2,1.0,2.0,1.0,No,9480.0,1973,,,
209,Active,Anne Arundel County,"$425,000 ",GLEN BURNIE,Ranch/Rambler,3,2,,1.0,1.0,No,54014.0,1950,,,
210,Active,Anne Arundel County,"$427,000 ",RIDGEFIELD,Split Level,3,3,,2.0,1.0,Yes,15000.0,1982,,,
211,Active,Anne Arundel County,"$429,000 ",CROMWELL MANOR,Colonial,3,2,1.0,3.0,1.0,Yes,7500.0,2004,,,
212,Active,,"$429,990 ",GLEN BURNIE HEIGHTS,Colonial,4,2,1.0,3.0,,Yes,4800.0,2021,,,
213,Active,Howard County,"$430,000 ",NOTTINGHAM VILLAGE,Colonial,4,2,1.0,3.0,,Yes,4080.0,1994,,,
214,Active,Montgomery County,"$430,000 ",LINTHICUM HEIGHTS,Traditional,3,2,1.0,3.0,1.0,Yes,7500.0,1900,,,
215,Active,Montgomery County,"$430,000 ",LAYTONIA,Traditional,5,4,1.0,2.0,,No,8910.0,1970,,,
216,Active,Montgomery County,"$435,000 ",GREENWOOD KNOLLS,Split Level,4,1,1.0,3.0,,Yes,7860.0,1955,,,
217,Active,Montgomery County,"$435,000 ",WHEATON FOREST,Ranch/Rambler,3,1,,1.0,,No,6383.0,1951,,,
218,Active,Prince George's County,"$439,000 ",NONE AVAILABLE,Split Level,5,3,0.0,4.0,,Yes,11281.0,1980,,,
219,Active,Montgomery County,"$439,900 ",ROCK CREEK,Bungalow,2,1,,1.0,,No,5754.0,1952,,,
220,Active,Carroll County,"$439,900 ",SYKESVILLE,Split Foyer,5,2,,2.5,,Yes,11543.0,1985,,,
221,Active,Montgomery County,"$439,900 ",ROSEWOOD,Colonial,3,1,1.0,2.0,,Yes,8740.0,1948,,,
222,Active,Montgomery County,"$439,900 ",WHEATON HILLS,Ranch/Rambler,2,1,,1.0,1.0,No,6325.0,1949,,,
223,Active,Howard County,"$439,900 ",HUFFMAN,Split Foyer,4,3,,2.0,1.0,No,15463.0,1992,,,
224,Active,Howard County,"$439,900 ",COLUMBIA,Split Level,4,2,1.0,3.0,1.0,No,8407.0,1981,,,
225,Active,Montgomery County,"$445,000 ",CHURCHILL TOWN SECTOR,Contemporary,2,2,2.0,3.0,1.0,Yes,4389.0,1983,,,
226,Active,Anne Arundel County,"$445,000 ",HARMANS WOODS,Colonial,3,1,1.0,2.0,,No,5478.0,1987,,,
227,Active,Montgomery County,"$445,200 ",GARRETT FOREST,Split Level,3,1,,1.5,,Yes,7916.0,1957,,,
228,Active,Montgomery County,"$449,000 ",KINGSWELL,Ranch/Rambler,3,1,,2.0,,Yes,7952.0,1955,,,
229,Active,Montgomery County,"$449,900 ",MEROMY ESTATES,Ranch/Rambler,4,2,1.0,2.0,,Yes,13607.0,2009,,,
230,Active,Carroll County,"$449,900 ",PINEY RIDGE VILLAGE,Other,4,2,1.0,3.0,1.0,Yes,12893.0,1988,,,
231,Active,,"$449,990 ",GLEN BURNIE HEIGHTS,Colonial,3,2,1.0,3.0,,Yes,4800.0,2021,,,
232,Active,Montgomery County,"$450,000 ",KINGSWELL,Ranch/Rambler,3,1,2.0,1.0,1.0,Yes,5700.0,1958,,,
233,Active,Howard County,"$450,000 ",WORTHINGTON,Ranch/Rambler,3,2,1.0,2.0,1.0,Yes,20037.0,1966,,,
234,Active,Montgomery County,"$450,000 ",STEPHEN KNOLLS,Cape Cod,4,3,,3.0,1.0,Yes,7128.0,1953,,,
235,Active,Carroll County,"$450,000 ",ELDERSBURG,Colonial,3,2,1.0,3.0,,Yes,11460.0,1996,,,
236,Active,Baltimore County,"$450,000 ",KEEPER HILL,Split Level,3,2,1.0,3.0,,Yes,9078.0,1957,,,
237,Active,Howard County,"$450,000 ",HUNT CLUB ESTATES,Split Level,4,2,1.0,3.0,,Yes,15376.0,1959,,,
238,Active,Howard County,"$455,000 ",MAYFIELD MANOR,Split Level,3,2,1.0,1.5,,Yes,6900.0,1986,,,
239,Active,Howard County,"$459,000 ",VILLAGE OF OAKLAND MILLS,Transitional,4,2,1.0,3.0,,Yes,5630.0,1973,,,
240,Active,Montgomery County,"$459,999 ",ROCKCREST,Cape Cod,4,2,,2.0,,No,7475.0,1940,,,
241,Active,Montgomery County,"$460,000 ",KENSINGTON KNOLLS,Ranch/Rambler,3,1,,2.0,1.0,Yes,11780.0,1951,,,
242,Active,Montgomery County,"$460,000 ",NONE AVAILABLE,Cape Cod,4,2,,2.0,2.0,Yes,8874.0,1955,,,
243,Active,Montgomery County,"$460,000 ",SADDLE CREEK,Colonial,4,2,1.0,2.0,,Yes,4861.0,1986,,,
244,Active,Howard County,"$463,000 ",ALLVIEW ESTATES,Raised Ranch/Rambler,4,2,,2.0,1.0,Yes,20037.0,1956,,,
245,Active,Montgomery County,"$464,900 ",VEIRS MILL VILLAGE,Cape Cod,4,2,,2.0,,Yes,10241.0,1946,,,
246,Active,Montgomery County,"$465,000 ",WHEATON WOODS,Ranch/Rambler,4,2,,2.0,,Yes,8190.0,1952,,,
247,Active,Montgomery County,"$465,000 ",NONE AVAILABLE,Ranch/Rambler,5,3,0.0,2.0,,Yes,6300.0,1955,,,
248,Active,Baltimore County,"$465,000 ",OAK FOREST,Tudor,3,2,,3.0,2.0,Yes,15000.0,1929,,,
249,Active,Montgomery County,"$469,990 ",CONN AVE PARK,Ranch/Rambler,4,2,,2.0,1.0,No,6106.0,1958,,,
250,Active,Howard County,"$470,000 ",ELLICOTT CITY,Ranch/Rambler,3,1,1.0,1.0,,No,24567.0,1955,,,
251,Active,Carroll County,"$470,000 ",EMERALD VALLEY,Traditional,3,2,,2.0,,No,20000.0,1966,,,
252,Active,Montgomery County,"$475,000 ",CARROLL KNOLLS,Raised Ranch/Rambler,4,2,0.0,2.0,1.0,Yes,8389.0,1953,,,
253,Active,Montgomery County,"$475,000 ",BEL PRE WOODS,Ranch/Rambler,4,3,,2.0,1.0,Yes,10725.0,1965,,,
254,Active,Anne Arundel County,"$475,000 ",RUSSETT,Colonial,3,2,2.0,3.0,1.0,Yes,4943.0,1998,,,
255,Active,Montgomery County,"$475,000 ",FAIRVIEW ESTATES,Split Level,3,2,1.0,3.0,1.0,Yes,14176.0,1965,,,
256,Active,Montgomery County,"$479,000 ",PT ROCKVILLE OUT RES. 3,Cape Cod,3,2,,3.0,,Yes,55756.0,1935,,,
257,Active,Howard County,"$479,900 ",DUNLOGGIN,Ranch/Rambler,3,2,0.0,2.0,1.0,Yes,10802.0,1953,,,
258,Active,Carroll County,"$479,900 ",RIDGELY PARK,Ranch/Rambler,4,3,0.0,2.0,1.0,Yes,17859.0,1967,,,
259,Active,Montgomery County,"$479,900 ",KEMP MILL ESTATES,Split Level,4,2,1.0,4.0,2.0,Yes,7970.0,1958,,,
260,Active,Howard County,"$479,900 ",MOUNT AIRY,Colonial,4,3,,3.0,,Yes,54014.0,1942,,,
261,Active,Montgomery County,"$480,000 ",RANDOLPH HILLS,Other,4,2,,2.0,,Yes,8869.0,1953,,,
262,Active,Montgomery County,"$480,000 ",BALLANTRAE,Ranch/Rambler,5,2,,2.0,,Yes,6238.0,1955,,,
263,Active,Montgomery County,"$480,000 ",CONNECTICUT GARDENS,Cape Cod,4,2,0.0,3.0,,Yes,6318.0,1951,,,
264,Active,Howard County,"$480,000 ",KINGS WOODS,Split Level,3,2,1.0,2.0,1.0,Yes,6229.0,1991,,,
265,Active,Howard County,"$480,000 ",PHELPS LUCK,"Colonial, Traditional",4,2,1.0,3.0,1.0,Yes,11573.0,1972,,,
266,Active,Howard County,"$485,000 ",SAINT JOHNS,"Bi-Level, Split Level",3,2,,2.5,1.0,Yes,22999.0,1960,,,
267,Active,Montgomery County,"$485,000 ",MILL CREEK SOUTH,Colonial,4,3,1.0,3.0,,Yes,8012.0,1982,,,
268,Active,Montgomery County,"$495,000 ",BROOKHAVEN,Split Foyer,4,2,1.0,2.0,,Yes,8017.0,1962,,,
269,Active,Montgomery County,"$495,000 ",NONE AVAILABLE,Cape Cod,4,3,1.0,3.0,1.0,Yes,5437.0,1985,,,
270,Active,Prince George's County,"$495,000 ",MCCAHILL ESTATES-PLAT 1>,Ranch/Rambler,5,3,,2.0,1.0,Yes,15841.0,1968,,,
271,Active,Howard County,"$495,000 ",MOUNT AIRY,Ranch/Rambler,4,3,,2.0,1.0,Yes,19994.0,1962,,,
272,Active,Howard County,"$495,000 ",KINGS CONTRIVANCE,Colonial,5,2,1.0,3.0,1.0,Yes,10038.0,1978,,,
273,Active,Montgomery County,"$495,900 ",FOX CHAPEL,Split Level,4,4,,3.0,1.0,Yes,21936.0,1965,,,
274,Active,Montgomery County,"$499,000 ",NORTHWOOD KNOLLS,Ranch/Rambler,4,2,,2.0,1.0,Yes,5900.0,1953,,,
275,Active,Howard County,"$499,000 ",WOODBINE,"Colonial, Farmhouse/National Folk, Post & Beam",3,2,1.0,3.0,,Yes,43996.0,1800,,,
276,Active,Montgomery County,"$499,900 ",WHEATON CREST,Colonial,5,2,,3.0,1.0,Yes,7250.0,1950,,,
277,Active,Howard County,"$499,999 ",MARRIOTTSVILLE,Cape Cod,3,4,,2.5,1.0,Yes,42392.0,1947,,,
278,Active,Anne Arundel County,"$499,999 ",QUAIL RUN,Colonial,4,2,1.0,3.0,1.0,Yes,7150.0,1991,,,
279,Active,Montgomery County,"$500,000 ",ROCKCREST,Ranch/Rambler,4,2,,2.0,,Yes,8498.0,1953,,,
280,Active,Montgomery County,"$500,000 ",ROCK CREEK PALISADES,Colonial,3,2,1.0,3.0,,Yes,2000.0,1972,,,
281,Active,Montgomery County,"$510,000 ",ENGLISH MANOR,Split Foyer,4,2,1.0,2.0,,Yes,11339.0,1960,,,
282,Active,Montgomery County,"$510,000 ",CROYDON PARK,Split Level,4,2,,4.0,1.0,Yes,11438.0,1963,,,
283,Active,Montgomery County,"$515,000 ",RANDOLPH HILLS,Contemporary,4,2,,2.0,,Yes,6000.0,1957,,,
284,Active,Howard County,"$518,000 ",RUNNING BROOK,Split Foyer,4,3,,2.5,1.0,Yes,21189.0,1973,,,
285,Active,Montgomery County,"$519,000 ",MARYVALE,Traditional,4,3,,2.0,1.0,Yes,6500.0,1933,,,
286,Active,Howard County,"$519,900 ",LAKEVIEW,Ranch/Rambler,3,3,,2.0,1.0,Yes,24132.0,1964,,,
287,Active,Baltimore County,"$520,000 ",OELLA,Colonial,2,2,,3.0,,Yes,6499.0,1900,,,
288,Active,Montgomery County,"$520,000 ",SOUTH FOUR CORNERS,Cape Cod,3,2,,3.0,1.0,Yes,7125.0,1941,,,
289,Active,,"$522,987 ",DISNEY ESTATES,Colonial,5,3,1.0,3.0,1.0,Yes,10369.0,1996,,,
290,Active,Montgomery County,"$523,000 ",LINCOLN PARK,Ranch/Rambler,4,3,,2.0,,Yes,11000.0,1963,,,
291,Active,Howard County,"$524,900 ",LAKEVIEW,Ranch/Rambler,3,3,,2.0,1.0,Yes,20037.0,1961,,,
292,Active,Carroll County,"$524,900 ",NONE AVAILABLE,Ranch/Rambler,4,3,,2.0,1.0,Yes,65340.0,1971,,,
293,Active,,"$524,900 ",NONE AVAILABLE,Other,4,2,1.0,2.0,1.0,No,11979.0,1980,,,
294,Active,Montgomery County,"$525,000 ",ROCK CREEK PALISADES,Bungalow,3,2,1.0,2.0,,Yes,5460.0,1950,,,
295,Active,Montgomery County,"$525,000 ",ARGYLE CLUB ESTATES,Colonial,3,1,1.0,3.0,,Yes,6405.0,1948,,,
296,Active,Montgomery County,"$525,000 ",EVANS PARKWAY,Traditional,4,3,,3.0,1.0,Yes,8297.0,1941,,,
297,Active,Montgomery County,"$525,000 ",CAPITOL VIEW PARK,Cape Cod,4,2,,3.0,,Yes,7262.0,1974,,,
298,Active,Montgomery County,"$525,000 ",MONTGOMERY HIGHLANDS ESTATES,Split Level,4,2,,3.0,,Yes,6825.0,1959,,,
299,Active,Howard County,"$525,000 ",WOODBINE,Ranch/Rambler,3,2,,2.0,1.0,Yes,43124.0,1963,,,
300,Active,Montgomery County,"$525,000 ",STRATHMORE AT BEL PRE,Colonial,4,3,,2.0,1.0,No,15276.0,1970,,,
301,Active,Howard County,"$525,000 ",VILLAGE OF OAKLAND MILLS,Traditional,4,2,2.0,3.0,1.0,Yes,11533.0,1972,,,
302,Active,Howard County,"$525,000 ",JESSUP,Split Level,4,3,,2.0,1.0,Yes,20080.0,2001,,,
303,Active,Montgomery County,"$529,900 ",WHETSTONE,Contemporary,4,2,1.0,3.0,1.0,Yes,4050.0,1968,,,
304,Active,Montgomery County,"$530,000 ",BEL PRE WOODS,Ranch/Rambler,3,2,,2.0,,Yes,11664.0,1964,,,
305,Active,Montgomery County,"$530,900 ",KEMP MILL ESTATES,Split Level,4,2,1.0,3.0,1.0,Yes,8846.0,1960,,,
306,Active,Baltimore County,"$534,900 ",OAK FOREST,Cape Cod,4,2,1.0,3.0,1.0,Yes,12825.0,1950,,,
307,Active,Montgomery County,"$535,000 ",WOODSIDE PARK,Colonial,3,1,1.0,3.0,1.0,Yes,8124.0,1934,,,
308,Active,Howard County,"$535,000 ",KINGS WOODS,Traditional,4,3,1.0,3.0,,Yes,6017.0,1998,,,
309,Active,Baltimore County,"$535,000 ",CATON GLEN,Colonial,3,3,1.0,3.0,1.0,Yes,5401.0,1999,,,
310,Active,Montgomery County,"$537,500 ",STRATHMORE AT BEL PRE,Colonial,4,2,1.0,2.0,1.0,No,12250.0,1968,,,
311,Active,Montgomery County,"$539,000 ",RANDOLPH HILLS,Ranch/Rambler,3,2,,2.0,,Yes,8764.0,1955,,,
312,Active,Montgomery County,"$539,000 ",EVANS PARKWAY,Colonial,3,2,,3.0,,Yes,8100.0,1945,,,
313,Active,Montgomery County,"$539,900 ",RANDOLPH HILLS,Ranch/Rambler,5,3,,2.0,,Yes,8531.0,1954,,,
314,Active,Montgomery County,"$539,900 ",KINGSVIEW KNOLLS,Ranch/Rambler,3,2,,2.0,1.0,Yes,20000.0,1962,,,
315,Active,Howard County,"$539,900 ",MOUNT AIRY,"Colonial, Other",4,3,1.0,2.0,,Yes,21780.0,2020,,,
316,Active,Howard County,"$540,000 ",CENTENNIAL,Ranch/Rambler,4,3,,2.0,1.0,Yes,22302.0,1966,,,
317,Active,Montgomery County,"$540,000 ",PARKWAY,Split Level,4,2,1.0,5.0,1.0,Yes,9829.0,1957,,,
318,Active,Howard County,"$545,000 ",THE BIRCHES,Ranch/Rambler,3,2,,2.0,1.0,Yes,11052.0,1968,,,
319,Active,Montgomery County,"$549,000 ",TWINBROOK FOREST,Contemporary,3,2,0.0,3.0,1.0,No,6912.0,1959,,,
320,Active,Montgomery County,"$549,000 ",MANOR WOODS,Split Level,4,2,,4.0,,Yes,10047.0,1965,,,
321,Active,Montgomery County,"$549,000 ",ROCKCREST,Ranch/Rambler,6,3,,2.0,,No,9875.0,1951,,,
322,Active,Montgomery County,"$549,500 ",COUNTRY CLUB,Ranch/Rambler,4,2,,2.0,1.0,Yes,6169.0,1956,,,
323,Active,Montgomery County,"$549,900 ",CARROLL KNOLLS,Ranch/Rambler,3,2,,1.0,1.0,No,6786.0,1953,,,
324,Active,Howard County,"$549,900 ",WOODBINE,Ranch/Rambler,3,2,,1.0,1.0,Yes,87120.0,1978,,,
325,Active,Montgomery County,"$549,900 ",FOREST GLEN PARK,Ranch/Rambler,4,3,,2.0,1.0,Yes,12359.0,1956,,,
326,Active,Allegany County,"$549,900 ",ACADEMY,Raised Ranch/Rambler,4,2,1.0,2.0,1.0,Yes,57935.0,1957,,,
327,Active,Montgomery County,"$549,900 ",FOXHALL,Split Level,4,2,1.0,4.0,1.0,Yes,9378.0,1964,,,
328,Active,Montgomery County,"$549,900 ",BRIGHTON EAST,Colonial,3,3,1.0,3.0,1.0,Yes,12523.0,1973,,,
329,Active,Montgomery County,"$549,900 ",VEIRS MILL VILLAGE,Colonial,6,4,,3.0,,Yes,8419.0,1946,,,
330,Active,Carroll County,"$549,900 ",SYKESVILLE,Colonial,5,4,,2.0,,No,15969.0,1890,,,
331,Active,Montgomery County,"$550,000 ",CONN AVE PARK,Ranch/Rambler,5,2,0.0,2.0,,Yes,8446.0,1958,,,
332,Active,Howard County,"$550,000 ",CENTENNIAL,Split Foyer,4,3,0.0,2.0,1.0,Yes,20181.0,1985,,,
333,Active,Howard County,"$550,000 ",DUNLOGGIN,Ranch/Rambler,4,3,,2.0,1.0,Yes,20255.0,1960,,,
334,Active,Howard County,"$550,000 ",DUNLOGGIN,Ranch/Rambler,3,1,1.0,1.0,,No,28880.0,1957,,,
335,Active,Montgomery County,"$550,000 ",ROCK CREEK PALISADES,Colonial,3,2,,3.0,,Yes,7800.0,1950,,,
336,Active,Montgomery County,"$550,000 ",WHEATON HILLS,Colonial,3,2,1.0,3.0,2.0,Yes,10124.0,1949,,,
337,Active,Montgomery County,"$550,000 ",WHEATON CREST,Colonial,4,3,,3.0,1.0,Yes,6275.0,1950,,,
338,Active,Montgomery County,"$550,000 ",COUNTRY CLUB VIEW,Colonial,4,2,1.0,2.0,,No,6248.0,1957,,,
339,Active,Montgomery County,"$550,000 ",MILL CREEK TOWNE,Split Level,4,2,1.0,4.0,1.0,Yes,16000.0,1966,,,
340,Active,,"$550,000 ",PATRIOTS CHOICE,Colonial,4,2,1.0,3.0,1.0,Yes,44431.0,1987,,,
341,Active,Howard County,"$550,000 ",DORSEY HALL,Colonial,4,3,1.0,3.0,2.0,Yes,11704.0,1987,,,
342,Active,Montgomery County,"$550,000 ",MILL CREEK TOWNE,Split Level,4,3,,4.0,1.0,Yes,17982.0,1968,,,
343,Active,Montgomery County,"$550,000 ",MILL CREEK TOWNE,Split Level,4,2,,3.0,1.0,Yes,9095.0,1971,,,
344,Active,Montgomery County,"$550,000 ",STRATHMORE AT BEL PRE,Colonial,4,3,,2.0,1.0,No,16150.0,1970,,,
345,Active,Howard County,"$555,000 ",WOODMARK,Split Foyer,4,3,,2.0,1.0,Yes,40075.0,1972,,,
346,Active,Montgomery County,"$559,900 ",MILL CREEK TOWNE,Split Level,5,3,,4.0,1.0,Yes,17971.0,1967,,,
347,Active,Montgomery County,"$560,000 ",CONNECTICUT AVENUE ESTATES,Ranch/Rambler,5,3,,2.0,1.0,Yes,7223.0,1954,,,
348,Active,Howard County,"$560,000 ",NONE AVAILABLE,Colonial,4,2,1.0,3.0,1.0,Yes,40641.0,1974,,,
349,Active,Howard County,"$565,000 ",SEWELLS ORCHARD,Colonial,4,3,1.0,3.0,,Yes,7535.0,1986,,,
350,Active,Howard County,"$565,000 ",ALLVIEW ESTATES,Colonial,4,3,1.0,3.0,1.0,Yes,16378.0,1976,,,
351,Active,Montgomery County,"$565,000 ",WOODLAWN TERRACE,Split Level,6,2,1.0,4.0,,Yes,20097.0,1972,,,
352,Active,Montgomery County,"$565,000 ",STRATHMORE AT BEL PRE,Colonial,4,3,,2.0,2.0,No,12568.0,1968,,,
353,Active,Howard County,"$565,000 ",WOODBINE,Colonial,4,3,1.0,3.0,1.0,Yes,84942.0,2003,,,
354,Active,,"$565,000 ",HIGH RIDGE,Colonial,4,2,1.0,3.0,,Yes,14991.0,2021,,,
355,Active,Montgomery County,"$569,000 ",FRANKLIN PARK,Split Level,3,2,,3.0,,Yes,10204.0,1956,,,
356,Active,Anne Arundel County,"$574,900 ",SEVEN OAKS,Colonial,5,3,1.0,3.0,1.0,Yes,7626.0,1993,,,
357,Active,Montgomery County,"$575,000 ",PT ROCKVILLE TWN RES. 1,Raised Ranch/Rambler,3,2,,2.0,1.0,Yes,14409.0,1967,,,
358,Active,Montgomery County,"$575,000 ",NORTH KENSINGTON,Cape Cod,3,3,,3.0,,Yes,5000.0,1947,,,
359,Active,Howard County,"$575,000 ",CEDAR ACRES,Colonial,4,2,1.0,3.0,1.0,Yes,10933.0,1987,,,
360,Active,Howard County,"$575,000 ",HUNT CLUB ESTATES,Split Level,4,2,1.0,3.0,,Yes,16030.0,1959,,,
361,Active,Montgomery County,"$579,000 ",ROCK CREEK PALISADES,Mid-Century Modern,4,2,,2.0,2.0,No,7660.0,1954,,,
362,Active,,"$579,900 ",HANOVER,Colonial,4,2,1.0,3.0,,Yes,6098.4,2021,,,
363,Active,Carroll County,"$579,990 ",NONE AVAILABLE,"Colonial, Contemporary",5,3,1.0,3.0,1.0,Yes,12498.0,2002,,,
364,Active,Montgomery County,"$579,999 ",ROSEMONT,Ranch/Rambler,4,2,,2.0,1.0,Yes,24947.0,1954,,,
365,Active,Montgomery County,"$585,000 ",MANOR WOODS,Ranch/Rambler,4,3,,2.0,,Yes,9913.0,1966,,,
366,Active,Howard County,"$585,000 ",CLEMENS CROSSING,Colonial,5,2,2.0,3.0,2.0,Yes,20009.0,1994,,,
367,Active,Carroll County,"$585,000 ",SYKESVILLE,Colonial,5,2,,3.0,1.0,Yes,332363.0,1912,,,
368,Active,Montgomery County,"$585,000 ",SENECA WHETSTONE,Split Level,4,2,1.0,3.0,1.0,Yes,22481.0,1979,,,
369,Active,Howard County,"$585,000 ",DORSEY HALL,Split Level,4,3,,3.0,1.0,No,17206.0,1981,,,
370,Active,Howard County,"$585,000 ",NONE AVAILABLE,Colonial,4,3,1.0,3.0,1.0,Yes,12042.0,2015,,,
371,Active,Montgomery County,"$588,000 ",BEL PRE WOODS,Split Foyer,4,3,,2.0,1.0,Yes,9996.0,1964,,,
372,Active,Anne Arundel County,"$590,000 ",RUSSETT,Colonial,5,3,1.0,3.0,1.0,Yes,7753.0,1992,,,
373,Active,Montgomery County,"$595,000 ",KENSINGTON KNOLLS,Colonial,4,2,1.0,4.0,1.0,Yes,7063.0,1959,,,
374,Active,Frederick County,"$597,012 ",NONE AVAILABLE,Ranch/Rambler,3,2,,2.0,,Yes,19032.0,2021,,,
375,Active,Anne Arundel County,"$598,000 ",RUSSETT,Colonial,6,3,1.0,3.0,,Yes,8191.0,2000,,,
376,Active,Montgomery County,"$599,000 ",RANDOLPH HILLS,Cape Cod,4,3,,1.0,,Yes,7350.0,1959,,,
377,Active,Montgomery County,"$599,000 ",MANOR WOODS,Split Level,5,2,1.0,3.0,,Yes,9147.6,1965,,,
378,Active,Howard County,"$599,000 ",NONE AVAILABLE,Ranch/Rambler,3,3,,2.0,2.0,Yes,47480.0,1950,,,
379,Active,Montgomery County,"$599,000 ",FOREST GLEN,Split Foyer,4,3,,2.0,,Yes,5922.0,1959,,,
380,Active,Howard County,"$599,000 ",NONE AVAILABLE,Split Foyer,4,2,0.0,2.0,1.0,Yes,69696.0,1982,,,
381,Active,Montgomery County,"$599,000 ",LAYHILL VIEW,Colonial,4,2,1.0,3.0,1.0,Yes,17812.0,1970,,,
382,Active,Prince George's County,"$599,000 ",WEST LAUREL ACRES,Colonial,4,3,1.0,3.0,1.0,Yes,10000.0,1997,,,
383,Active,Anne Arundel County,"$599,900 ",NONE AVAILABLE,Ranch/Rambler,2,1,1.0,2.0,1.0,Yes,132858.0,1980,,,
384,Active,Montgomery County,"$599,900 ",FORESTVALE,Cape Cod,4,2,,2.0,1.0,No,5623.0,1951,,,
385,Active,Carroll County,"$599,900 ",HARRISON,Split Level,4,2,,2.0,1.0,Yes,419047.0,1977,,,
386,Active,Howard County,"$599,900 ",NONE AVAILABLE,Ranch/Rambler,4,3,,2.0,1.0,Yes,40075.0,1968,,,
387,Active,Montgomery County,"$599,900 ",STRATHMORE AT BEL PRE,"Colonial, Split Level",4,4,0.0,3.0,1.0,Yes,23750.0,1984,,,
388,Active,Howard County,"$599,900 ",MOUNT AIRY,Ranch/Rambler,3,2,1.0,2.0,1.0,Yes,217800.0,1945,,,
389,Active,Howard County,"$599,900 ",MELBOURNE ESTATES,Colonial,4,3,1.0,3.0,1.0,Yes,11731.0,1994,,,
390,Active,Howard County,"$599,900 ",PLEASANT VIEW,Transitional,4,3,1.0,3.0,0.0,Yes,21518.0,1955,,,
391,Active,Anne Arundel County,"$599,990 ",LENNOX PARK,Craftsman,4,2,1.0,3.0,,Yes,56192.4,2021,,,
392,Active,Montgomery County,"$600,000 ",PARKSIDE ESTATES,Ranch/Rambler,5,3,,2.0,1.0,Yes,16299.0,1970,,,
393,Active,Frederick County,"$600,000 ",BLACKSTONE MANOR,Colonial,4,2,1.0,3.0,1.0,Yes,12001.0,2003,,,
394,Active,Carroll County,"$600,000 ",SUMMIT RIDGE,Colonial,5,3,1.0,3.0,1.0,Yes,11392.0,2000,,,
395,Active,Montgomery County,"$600,000 ",WOODLAWN TERRACE,Split Level,6,3,1.0,4.0,2.0,Yes,10135.0,1969,,,
396,Active,Anne Arundel County,"$609,900 ",RELDA SQUARE,Split Level,4,3,1.0,3.0,1.0,Yes,5500.0,1978,,,
397,Active,Howard County,"$609,900 ",GWYNN ACRES,Ranch/Rambler,3,2,,1.0,1.0,No,23696.0,1978,,,
398,Active,Anne Arundel County,"$614,990 ",NONE AVAILABLE,Craftsman,4,2,1.0,2.0,,Yes,11000.0,2021,,,
399,Active,Montgomery County,"$619,900 ",MIDDLEBRIDGE,Colonial,4,2,1.0,3.0,1.0,Yes,10791.0,1985,,,
400,Active,Anne Arundel County,"$619,990 ",AA COUNTY,"Colonial, Modular/Pre-Fabricated",4,2,,3.0,,Yes,21780.0,1940,,,
401,Active,Howard County,"$624,000 ",VILLAGE OF LONG REACH,Victorian,5,3,1.0,3.0,1.0,Yes,21780.0,1992,,,
402,Active,Montgomery County,"$625,000 ",DERWOOD STATION,Dutch,4,2,1.0,3.0,1.0,Yes,12196.8,1982,,,
403,Active,Montgomery County,"$625,000 ",LIBERTY HEIGHTS,Ranch/Rambler,4,3,,2.0,1.0,Yes,19602.0,1956,,,
404,Active,Montgomery County,"$625,000 ",KEMP MILL ESTATES,Ranch/Rambler,4,3,1.0,2.0,,Yes,7665.0,1960,,,
405,Active,Carroll County,"$625,000 ",EDGEWOOD,Colonial,4,2,2.0,3.0,1.0,Yes,14179.0,1996,,,
406,Active,Baltimore County,"$625,900 ",HERITAGE,Split Level,6,4,1.0,4.0,0.0,Yes,10494.0,1959,,,
407,Active,Montgomery County,"$628,043 ",NONE AVAILABLE,Traditional,4,2,1.0,3.0,,Yes,5766.0,2021,,,
408,Active,Montgomery County,"$629,000 ",MANOR WOODS,Colonial,4,2,1.0,3.0,1.0,Yes,8002.0,1967,,,
409,Active,Howard County,"$629,000 ",KINGS CONTRIVANCE,Colonial,6,4,1.0,3.0,2.0,Yes,14679.0,1987,,,
