,Status,County,List Price,Subdivision/Neighborhood,Style,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,Close Date,Close Price,Concessions Amt 
1253,Closed,Montgomery County,"$345,000 ",GLENMONT HILLS,Ranch/Rambler,3,1,,2.0,,Yes,5685.0,1950,6/18/2021,"$355,000 ",
1254,Closed,Anne Arundel County,"$355,000 ",RIPPLING ESTATES,Ranch/Rambler,4,2,,2.0,,Yes,9295.0,1967,1/6/2021,"$355,000 ","$5,000 "
1255,Closed,Frederick County,"$355,000 ",NONE AVAILABLE,"Bungalow, Traditional",3,1,1.0,2.0,,Yes,40075.2,1959,6/15/2021,"$355,000 ",
1256,Closed,Carroll County,"$350,000 ",PINEY RIDGE VILLAGE,Split Level,3,1,1.0,3.0,1.0,Yes,4500.0,1984,4/30/2021,"$355,000 ",
1257,Closed,Baltimore County,"$350,000 ",NORTH LAUREL,Split Level,3,1,1.0,3.0,1.0,Yes,10497.0,1961,3/17/2021,"$355,000 ",
1258,Closed,Anne Arundel County,"$355,000 ",CRAINVIEW GARDENS,Cape Cod,4,2,1.0,3.0,,Yes,8376.0,1955,6/4/2021,"$355,000 ",
1259,Closed,Anne Arundel County,"$350,000 ",OAKDALE,Ranch/Rambler,2,1,,1.0,1.0,No,20000.0,1956,5/24/2021,"$355,056 ",
1260,Closed,Montgomery County,"$350,000 ",LINCOLN PARK,Colonial,7,3,,2.0,,No,12350.0,1945,4/16/2021,"$355,250 ",
1261,Closed,Anne Arundel County,"$369,900 ",LINTHICUM,Cape Cod,4,2,,3.0,1.0,Yes,7645.0,1953,1/15/2021,"$356,000 ",
1262,Closed,Montgomery County,"$350,000 ",ROCK CREEK PALISADES,Ranch/Rambler,2,1,,1.0,,No,5505.0,1950,3/18/2021,"$356,140 ",
1263,Closed,Montgomery County,"$349,900 ",GLENMONT HILLS,Ranch/Rambler,3,1,,1.0,,No,5940.0,1949,2/26/2021,"$357,000 ","$7,000 "
1264,Closed,Prince George's County,"$370,000 ",LAUREL,Colonial,4,3,,2.0,1.0,Yes,8010.0,1918,5/5/2021,"$357,000 ",
1265,Closed,Howard County,"$357,000 ",LONG FELLOW,Colonial,5,3,1.0,3.0,1.0,Yes,14322.0,1969,3/26/2021,"$357,000 ",
1266,Closed,Carroll County,"$340,000 ",BRIMFIELD,Colonial,3,2,1.0,3.0,,Yes,7448.0,1988,5/14/2021,"$358,000 ",
1267,Closed,Anne Arundel County,"$359,000 ",FERNDALE FARMS,Raised Ranch/Rambler,3,2,,2.0,1.0,Yes,8000.0,1957,6/4/2021,"$359,000 ",
1268,Closed,Anne Arundel County,"$359,000 ",GLEN BURNIE PARK,Split Level,4,1,1.0,3.0,,No,11800.0,1956,4/30/2021,"$359,000 ",
1269,Closed,Anne Arundel County,"$349,900 ",STEVENSON PARK,Split Level,4,2,,2.0,1.0,Yes,8590.0,1971,5/10/2021,"$360,000 ","$14,400 "
1270,Closed,Anne Arundel County,"$349,900 ",THE PROVINCES,Split Foyer,4,1,1.0,2.0,1.0,No,6247.0,1976,5/28/2021,"$360,000 ",
1271,Closed,Anne Arundel County,"$340,000 ",THE PROVINCES,Split Foyer,5,2,,2.0,1.0,Yes,6000.0,1975,4/30/2021,"$360,000 ",
1272,Closed,Anne Arundel County,"$360,000 ",HARMANS WOODS,Split Foyer,4,2,,2.0,,Yes,6730.0,1984,2/25/2021,"$360,000 ",
1273,Closed,Montgomery County,"$360,000 ",CONN AVE ESTATES,Ranch/Rambler,3,1,,1.0,,No,9026.0,1953,4/30/2021,"$360,000 ","$5,135 "
1274,Closed,Prince George's County,"$355,000 ",LAUREL,Cape Cod,4,2,,2.0,,Yes,6500.0,1944,3/24/2021,"$360,000 ","$10,800 "
1275,Closed,Anne Arundel County,"$354,900 ",FERNDALE FARMS,Cape Cod,3,3,,3.0,1.0,Yes,6000.0,1956,6/11/2021,"$360,000 ",
1276,Closed,Baltimore County,"$359,999 ",GARLAND PARK,Split Level,3,3,,2.0,,Yes,10120.0,2002,4/1/2021,"$360,000 ",
1277,Closed,Prince George's County,"$359,900 ",SNOWDEN OAKS,Ranch/Rambler,3,2,,1.0,,No,11250.0,1968,4/27/2021,"$360,000 ","$5,400 "
1278,Closed,Anne Arundel County,"$360,000 ",BONAVENTURE NORTH,Ranch/Rambler,4,3,,2.0,1.0,Yes,7894.0,1993,1/5/2021,"$360,000 ",
1279,Closed,Howard County,"$360,000 ",NONE AVAILABLE,Ranch/Rambler,3,2,,2.0,1.0,Yes,47480.0,1950,3/3/2021,"$360,000 ",
1280,Closed,Howard County,"$360,000 ",NONE AVAILABLE,Cape Cod,3,3,,3.0,1.0,Yes,23422.0,1951,3/25/2021,"$360,000 ",
1281,Closed,Anne Arundel County,"$324,900 ",CROMWELL MANOR,Cape Cod,4,3,,3.0,1.0,Yes,9375.0,1958,5/14/2021,"$360,000 ",
1282,Closed,Prince George's County,"$359,000 ",WEST LAUREL ACRES,Split Level,3,1,1.0,3.0,1.0,Yes,20700.0,1957,3/8/2021,"$360,000 ",
1283,Closed,Howard County,"$370,000 ",GREENBRIAR,Split Level,3,2,,3.0,1.0,Yes,6969.0,1981,5/27/2021,"$360,000 ",
1284,Closed,Prince George's County,"$399,900 ",LAUREL GARDENS,Ranch/Rambler,4,1,,1.0,1.0,No,5500.0,2000,1/15/2021,"$360,000 ",
1285,Closed,Anne Arundel County,"$349,900 ",FERNDALE FARMS,Cape Cod,3,2,1.0,2.0,,Yes,8310.0,1955,4/6/2021,"$360,000 ","$10,800 "
1286,Closed,Anne Arundel County,"$339,000 ",THE PROVINCES,Cape Cod,4,2,,2.0,,No,2.0,1972,4/16/2021,"$360,000 ",
1287,Closed,Baltimore County,"$375,000 ",WYNNEWOOD,Split Level,3,1,1.0,3.0,,No,7883.0,1955,2/12/2021,"$360,000 ",
1288,Closed,Howard County,"$327,750 ",VILLAGE OF LONG REACH,"Bi-Level, Split Level",3,2,0.0,2.0,,Yes,8866.0,1972,2/11/2021,"$360,900 ",
1289,Closed,Montgomery County,"$379,000 ",CARROLL KNOLLS,Ranch/Rambler,3,2,,1.0,1.0,Yes,6558.0,1951,3/3/2021,"$361,000 ",
1290,Closed,Montgomery County,"$361,000 ",WHEATON WOODS,Raised Ranch/Rambler,3,2,,2.0,,Yes,7068.0,1952,3/18/2021,"$361,000 ",
1291,Closed,Carroll County,"$349,900 ",WOODBINE ACRES,Split Foyer,4,2,,2.0,1.0,Yes,40946.4,1976,2/10/2021,"$361,000 ","$11,300 "
1292,Closed,Howard County,"$370,000 ",ELKHORN,Split Level,3,2,0.0,3.0,,No,5967.0,1975,1/14/2021,"$361,000 ",
1293,Closed,Carroll County,"$335,000 ",HILLTOP,Split Foyer,3,1,1.0,2.0,,Yes,9888.0,1981,6/25/2021,"$362,000 ",
1294,Closed,Frederick County,"$369,000 ",MT AIRY VILLAGE,Split Foyer,3,2,,2.0,,Yes,6969.0,1986,5/17/2021,"$362,000 ",
1295,Closed,Baltimore County,"$300,000 ",MOUNT AIRY,Cape Cod,3,1,1.0,3.0,0.0,Yes,11396.0,1985,6/18/2021,"$362,000 ",
1296,Closed,Harford County,"$349,000 ",MAIN STREET,Cape Cod,3,2,,3.0,2.0,Yes,18234.0,1949,4/22/2021,"$362,500 ",
1297,Closed,Anne Arundel County,"$369,999 ",THOMPSON FARMS,Cape Cod,3,1,,3.0,,Yes,0.51,1930,6/14/2021,"$363,000 ","$13,000 "
1298,Closed,Anne Arundel County,"$365,970 ",BROOKFIELD NORTH,"Split Foyer, Split Level",3,2,0.0,2.0,1.0,Yes,8196.0,1979,2/2/2021,"$363,970 ","$14,558 "
1299,Closed,Howard County,"$369,999 ",NOTTINGHAM VILLAGE,Split Foyer,3,3,,2.0,1.0,Yes,4384.0,1995,12/31/2020,"$364,000 ","$4,000 "
1300,Closed,Anne Arundel County,"$360,000 ",ODENTON GARDENS,Cape Cod,3,1,1.0,3.0,,Yes,12204.0,1955,3/31/2021,"$364,500 ",
1301,Closed,Carroll County,"$364,900 ",SYKESVILLE,Colonial,4,3,1.0,2.0,,Yes,16174.0,1910,6/15/2021,"$364,900 ",
1302,Closed,Montgomery County,"$378,000 ",CONNECTICUT GARDENS,Ranch/Rambler,2,2,,2.0,,Yes,6291.0,1952,4/9/2021,"$365,000 ",
1303,Closed,Carroll County,"$304,900 ",NONE AVAILABLE,Ranch/Rambler,3,1,0.0,2.0,1.0,Yes,34586.0,1956,6/21/2021,"$365,000 ",
1304,Closed,Prince George's County,"$364,900 ",OAK CREST,Ranch/Rambler,3,1,,2.0,1.0,Yes,7500.0,1970,1/25/2021,"$365,000 ","$11,000 "
1305,Closed,Anne Arundel County,"$342,000 ",MARYLAND CITY,Ranch/Rambler,3,1,1.0,2.0,,Yes,7015.0,1965,6/10/2021,"$365,000 ",
1306,Closed,Anne Arundel County,"$358,000 ",THE PROVINCES,Split Foyer,4,2,,2.0,1.0,Yes,8643.0,1976,5/10/2021,"$365,000 ",
1307,Closed,Prince George's County,"$369,900 ",FAIRLAWN-LAUREL,Ranch/Rambler,3,2,,2.0,,Yes,6874.0,1959,1/27/2021,"$365,000 ",
1308,Closed,Prince George's County,"$375,500 ",OAK CREST,Cape Cod,4,2,,3.0,,Yes,15000.0,1940,2/17/2021,"$365,000 ",
1309,Closed,Baltimore County,"$374,999 ",OELLA,Other,3,2,,3.0,1.0,Yes,15714.0,1947,5/28/2021,"$365,000 ","$5,000 "
1310,Closed,Baltimore County,"$365,000 ",WYNNEWOOD,Split Level,3,1,1.0,4.0,1.0,Yes,11000.0,1955,3/5/2021,"$365,000 ","$1,200 "
1311,Closed,Howard County,"$329,000 ",STEVENS FOREST,Split Level,3,1,1.0,3.0,1.0,Yes,9095.0,1973,4/30/2021,"$365,318 ",
1312,Closed,Prince George's County,"$366,000 ",OAK CREST,Colonial,4,2,,2.0,,Yes,22500.0,1950,6/1/2021,"$366,000 ",
1313,Closed,Anne Arundel County,"$366,000 ",BONAVENTURE,Ranch/Rambler,3,2,,2.0,,Yes,9185.0,1993,1/8/2021,"$366,000 ",
1314,Closed,Prince George's County,"$360,000 ",OAK CREST,Ranch/Rambler,3,1,,2.0,,Yes,13500.0,1966,3/12/2021,"$366,000 ","$10,980 "
1315,Closed,Anne Arundel County,"$355,000 ",GLEN BURNIE,Colonial,3,2,2.0,3.0,,Yes,7500.0,1922,4/9/2021,"$367,000 ",
1316,Closed,Anne Arundel County,"$375,000 ",LINTHICUM HEIGHTS,Cape Cod,3,2,,3.0,1.0,Yes,11250.0,1953,5/14/2021,"$367,500 ",
1317,Closed,Anne Arundel County,"$380,000 ",THE PROVINCES,Split Foyer,4,1,1.0,2.0,,No,6662.0,1972,4/30/2021,"$369,000 ","$10,709 "
1318,Closed,Montgomery County,"$369,000 ",ROCKLAND,Bungalow,3,1,,1.0,,No,7200.0,1952,6/1/2021,"$369,000 ",
1319,Closed,Montgomery County,"$358,000 ",ROCK CREEK PALISADES,Ranch/Rambler,2,1,,1.0,,No,5754.0,1952,4/1/2021,"$370,000 ",
1320,Closed,Anne Arundel County,"$364,900 ",MARYLAND CITY,Ranch/Rambler,6,2,,2.0,,Yes,8340.0,1963,3/26/2021,"$370,000 ","$8,000 "
1321,Closed,Prince George's County,"$364,900 ",LAUREL,Split Level,3,2,,2.0,1.0,Yes,7500.0,1977,5/26/2021,"$370,000 ","$1,500 "
1322,Closed,Montgomery County,"$360,000 ",COLESVILLE GARDENS,Ranch/Rambler,3,1,,1.0,,No,10095.0,1952,6/4/2021,"$370,000 ",
1323,Closed,Howard County,"$359,900 ",HIGH RIDGE,Ranch/Rambler,4,2,,1.0,,Yes,11250.0,1962,5/31/2021,"$370,000 ",
1324,Closed,Montgomery County,"$345,000 ",GLENMONT VILLAGE,Bungalow,2,1,,1.0,,No,6890.0,1950,6/4/2021,"$370,000 ",
1325,Closed,Howard County,"$370,000 ",VILLAGE OF OWEN BROWN,Split Foyer,3,2,,2.0,,Yes,7666.0,1976,2/26/2021,"$370,000 ",
1326,Closed,Anne Arundel County,"$369,900 ",MARYLAND CITY,Ranch/Rambler,6,2,,2.0,,Yes,7800.0,1962,6/15/2021,"$370,000 ","$2,500 "
1327,Closed,Anne Arundel County,"$349,900 ",BROCK BRIDGE ESTATES,Split Foyer,4,3,,2.0,,Yes,13186.0,1992,3/12/2021,"$370,000 ","$4,000 "
1328,Closed,Anne Arundel County,"$359,900 ",THOMPSON FARMS,Colonial,3,2,,2.0,,Yes,22651.0,1930,5/28/2021,"$370,000 ","$5,000 "
1329,Closed,Anne Arundel County,"$350,000 ",RIPPLING ESTATES,Split Level,3,1,1.0,4.0,1.0,Yes,7800.0,1967,4/29/2021,"$370,000 ",
1330,Closed,Anne Arundel County,"$359,000 ",CEDARHURST,Ranch/Rambler,3,2,0.0,2.0,1.0,Yes,20473.0,1957,3/19/2021,"$370,000 ",
1331,Closed,Montgomery County,"$340,000 ",WHEATON HILLS,Cape Cod,4,2,0.0,3.0,1.0,Yes,6428.0,1949,1/29/2021,"$370,000 ",
1332,Closed,Anne Arundel County,"$355,000 ",GLEN BURNIE PARK,Split Level,4,1,1.0,3.0,,Yes,7345.0,1964,2/19/2021,"$370,000 ",
1333,Closed,Howard County,"$359,990 ",OWEN BROWN,Colonial,3,2,0.0,2.0,0.0,No,6464.0,1977,1/7/2021,"$370,000 ",
1334,Closed,Anne Arundel County,"$370,000 ",THE PROVINCES,Ranch/Rambler,4,2,,1.0,,No,12413.0,1974,4/23/2021,"$370,000 ","$11,100 "
1335,Closed,Montgomery County,"$349,900 ",CENTERSTAGE,Colonial,3,3,1.0,3.0,,Yes,2072.0,1972,4/15/2021,"$370,000 ",
1336,Closed,Frederick County,"$365,000 ",MT AIRY VILLAGE,Split Level,3,2,,4.0,,Yes,5227.0,1986,3/8/2021,"$370,000 ","$5,000 "
1337,Closed,Anne Arundel County,"$350,000 ",ODENTON HEIGHTS,Split Level,3,2,,2.0,,Yes,19431.0,1956,3/3/2021,"$370,000 ",
1338,Closed,Anne Arundel County,"$375,500 ",HARMANS WOODS SOUTH,Split Foyer,3,2,,2.0,,Yes,8510.0,1985,6/11/2021,"$371,000 ",
1339,Closed,Howard County,"$359,900 ",VILLAGE OF OWEN BROWN,Ranch/Rambler,3,2,1.0,1.0,1.0,Yes,3746.0,1980,5/21/2021,"$372,000 ","$3,000 "
1340,Closed,Anne Arundel County,"$375,000 ",RIPPLING ESTATES,Ranch/Rambler,3,2,1.0,2.0,,Yes,6510.0,1967,3/22/2021,"$372,000 ",
1341,Closed,Anne Arundel County,"$360,000 ",MARYLAND CITY,Ranch/Rambler,3,3,,1.0,1.0,Yes,8700.0,1964,4/28/2021,"$372,000 ",
1342,Closed,Anne Arundel County,"$360,000 ",WELLHAM HEIGHTS,Colonial,3,2,1.0,3.0,,Yes,9381.0,1985,4/6/2021,"$372,000 ",
1343,Closed,Baltimore County,"$372,500 ",NONE AVAILABLE,Ranch/Rambler,3,1,1.0,1.5,,Yes,6250.0,1952,5/27/2021,"$372,500 ",
1344,Closed,Prince George's County,"$375,000 ",OAK CREST,Split Foyer,4,2,,2.0,,Yes,5279.0,1992,1/29/2021,"$375,000 ","$5,625 "
1345,Closed,Montgomery County,"$375,000 ",CONN AVE ESTATES,Ranch/Rambler,4,2,,2.0,,Yes,7200.0,1952,2/5/2021,"$375,000 ",
1346,Closed,Carroll County,"$350,000 ",WILDWOOD PARK,Ranch/Rambler,3,2,1.0,2.0,,Yes,4263.0,2000,5/28/2021,"$375,000 ",
1347,Closed,Anne Arundel County,"$364,900 ",GLEN BURNIE PARK,Split Level,3,2,,4.0,,Yes,7840.0,1959,5/27/2021,"$375,000 ",
1348,Closed,Anne Arundel County,"$375,000 ",WOODLAWN HEIGHTS,"Raised Ranch/Rambler, Ranch/Rambler",4,2,,1.0,,Yes,8712.0,1958,5/4/2021,"$375,000 ",
1349,Closed,Howard County,"$375,000 ",NONE AVAILABLE,Ranch/Rambler,3,2,,1.5,,Yes,43560.0,1940,3/2/2021,"$375,000 ",
1350,Closed,Carroll County,"$375,000 ",NONE AVAILABLE,Split Foyer,4,2,0.0,2.0,1.0,Yes,15495.0,1972,2/2/2021,"$375,000 ","$7,500 "
1351,Closed,Howard County,"$365,000 ",OWEN BROWN VILLAGE,Colonial,3,1,1.0,3.0,1.0,Yes,5967.0,1976,6/21/2021,"$375,000 ",
1352,Closed,Anne Arundel County,"$375,000 ",GLEN BURNIE PARK,Ranch/Rambler,5,2,,2.0,,Yes,6600.0,1956,1/29/2021,"$375,000 ",
1353,Closed,Howard County,"$360,000 ",VILLAGE OF OWEN BROWN,Split Level,3,2,0.0,4.0,,Yes,3789.0,1980,4/29/2021,"$375,000 ",
1354,Closed,Howard County,"$390,000 ",COLUMBIA,Ranch/Rambler,3,2,,1.0,,No,24175.0,1948,6/21/2021,"$375,000 ",
1355,Closed,Howard County,"$360,000 ",STEVENS FOREST,Contemporary,3,2,,1.0,1.0,No,11471.0,1971,4/29/2021,"$375,000 ","$8,000 "
1356,Closed,Anne Arundel County,"$375,000 ",THE PROVINCES,Colonial,3,2,1.0,2.0,,No,7572.0,1976,2/17/2021,"$375,000 ",$
1357,Closed,Prince George's County,"$375,000 ",HISTORIC LAUREL,Colonial,2,2,1.0,2.0,,No,9750.0,1894,3/17/2021,"$375,000 ","$15,000 "
1358,Closed,Anne Arundel County,"$380,000 ",MARYLAND CITY,Ranch/Rambler,4,2,1.0,2.0,1.0,Yes,8395.0,1965,1/29/2021,"$375,000 ","$11,250 "
1359,Closed,Anne Arundel County,"$375,000 ",GREENBRIAR,Colonial,3,2,1.0,3.0,,Yes,5247.0,1989,1/15/2021,"$375,000 ",
1360,Closed,Prince George's County,"$359,900 ",BRIARWOOD,Other,3,2,,1.0,1.0,No,14401.0,1965,6/24/2021,"$375,000 ",
1361,Closed,Montgomery County,"$350,000 ",EDNOR HIGHLANDS,Traditional,2,1,,2.0,,Yes,39568.0,1875,12/30/2020,"$375,000 ",
1362,Closed,Carroll County,"$350,000 ",PINEY RIDGE VILLAGE,Split Level,3,1,1.0,3.0,,Yes,3920.0,1984,6/8/2021,"$375,000 ",
1363,Closed,Anne Arundel County,"$365,000 ",GLEN BURNIE PARK,Split Level,4,2,1.0,3.0,1.0,Yes,8200.0,1957,6/18/2021,"$375,000 ",
1364,Closed,Anne Arundel County,"$359,000 ",OLDE GLEN BURNIE,Traditional,3,2,0.0,3.0,,Yes,6000.0,1920,4/23/2021,"$375,000 ","$6,000 "
1365,Closed,Montgomery County,"$375,000 ",REALTY PARK,"Colonial, Traditional",4,1,1.0,3.0,1.0,Yes,13050.0,1924,6/17/2021,"$375,000 ",
1366,Closed,Howard County,"$399,999 ",TIMBERVIEW,Colonial,6,3,1.0,4.0,1.0,Yes,23827.0,1936,3/22/2021,"$375,000 ",
1367,Closed,Montgomery County,"$379,900 ",BROOKHAVEN,Ranch/Rambler,3,1,,1.0,,No,7200.0,1955,1/29/2021,"$376,000 ","$2,200 "
1368,Closed,Anne Arundel County,"$376,000 ",WOODLAWN HEIGHTS,Raised Ranch/Rambler,4,2,,2.0,,Yes,17424.0,1963,4/19/2021,"$376,000 ",
1369,Closed,Anne Arundel County,"$376,000 ",CEDARHURST,Ranch/Rambler,3,2,,1.0,1.0,No,10400.0,1955,2/24/2021,"$376,000 ","$14,000 "
1370,Closed,Anne Arundel County,"$358,000 ",LINTHICUM HEIGHTS,"Bungalow, Split Foyer",4,2,0.0,2.0,2.0,Yes,7210.0,1961,6/17/2021,"$377,500 ",
1371,Closed,Anne Arundel County,"$350,000 ",ALLWOOD,Ranch/Rambler,4,3,,2.0,,Yes,6600.0,1986,6/4/2021,"$378,000 ",
1372,Closed,Montgomery County,"$425,000 ",ASPEN HILL PARK,Split Level,4,2,1.0,4.0,,Yes,7260.0,1959,5/21/2021,"$378,000 ","$1,435 "
1373,Closed,Anne Arundel County,"$379,000 ",CROMWELL MANOR,Cape Cod,4,2,2.0,3.0,,Yes,7500.0,1951,4/1/2021,"$379,000 ",
1374,Closed,Anne Arundel County,"$379,500 ",BROOKFIELD NORTH,Split Foyer,4,2,,1.0,,Yes,7000.0,1978,4/17/2021,"$379,500 ",
1375,Closed,Anne Arundel County,"$379,990 ",LENNOX PARK,Ranch/Rambler,3,2,,1.0,,No,14810.0,1962,6/4/2021,"$379,900 ",
1376,Closed,Montgomery County,"$375,000 ",VEIRS MILL VILLAGE,Ranch/Rambler,2,1,0.0,2.0,1.0,Yes,6139.0,1946,3/12/2021,"$380,000 ","$4,000 "
1377,Closed,Baltimore County,"$375,000 ",LAUREL,"Raised Ranch/Rambler, Ranch/Rambler",3,2,,2.0,,Yes,9750.0,1960,5/21/2021,"$380,000 ",
1378,Closed,Anne Arundel County,"$345,000 ",HARMANS WOODS SOUTH,Split Foyer,4,3,,2.0,,No,7251.0,1985,4/20/2021,"$380,000 ",
1379,Closed,Baltimore County,"$379,900 ",ROLLING HILLS,Ranch/Rambler,3,2,,2.0,1.0,Yes,8442.0,1953,6/14/2021,"$380,000 ",
1380,Closed,Anne Arundel County,"$349,900 ",WOODLAWN HEIGHTS,Split Foyer,4,3,,2.0,,Yes,8712.0,1997,3/2/2021,"$380,000 ","$3,500 "
1381,Closed,Montgomery County,"$380,000 ",WEISMANS SUB,Cape Cod,3,2,,3.0,,Yes,6130.0,1951,3/1/2021,"$380,000 ","$5,000 "
1382,Closed,Anne Arundel County,"$375,000 ",WINDSWEPT ESTATES,Cape Cod,5,2,,3.0,1.0,Yes,5796.0,1994,5/21/2021,"$380,000 ",
1383,Closed,Anne Arundel County,"$349,900 ",W BENTON SHIPLEY,Cape Cod,3,2,,3.0,,Yes,7500.0,1952,5/17/2021,"$380,000 ",
1384,Closed,Anne Arundel County,"$380,000 ",SEVERN,Other,4,2,1.0,2.0,1.0,Yes,16965.0,1972,3/29/2021,"$380,000 ","$2,000 "
1385,Closed,Carroll County,"$379,500 ",FOREST HILL FARMS,Ranch/Rambler,3,2,,1.0,1.0,Yes,21780.0,1971,5/19/2021,"$380,000 ",
1386,Closed,Frederick County,"$359,900 ",MT AIRY VILLAGE,Cape Cod,4,1,1.0,3.0,,Yes,5227.0,1986,6/10/2021,"$380,000 ",
1387,Closed,Anne Arundel County,"$375,000 ",MARYLAND CITY,Ranch/Rambler,6,3,,2.0,1.0,Yes,8395.0,1965,3/17/2021,"$380,000 ","$10,000 "
1388,Closed,Howard County,"$380,000 ",THE CEDARS,Victorian,4,2,1.0,3.0,,Yes,6098.0,1991,4/20/2021,"$380,000 ","$11,400 "
1389,Closed,Anne Arundel County,"$380,000 ",PARKE WEST,Colonial,4,2,1.0,3.0,1.0,Yes,7900.0,1971,2/9/2021,"$380,000 ","$5,000 "
1390,Closed,Anne Arundel County,"$325,000 ",HARMANS WOODS,Split Level,3,2,0.0,3.0,,Yes,8377.0,1984,2/11/2021,"$380,000 ",
1391,Closed,Baltimore County,"$349,900 ",HALETHORPE,Colonial,4,2,,3.0,1.0,Yes,7840.8,1938,4/29/2021,"$380,000 ",
1392,Closed,Howard County,"$380,000 ",HUNT CLUB ESTATES,Split Level,4,2,1.0,3.0,,No,16465.0,1958,2/24/2021,"$380,000 ","$14,581 "
1393,Closed,Montgomery County,"$349,000 ",CHESTNUT HILLS,Bungalow,2,1,,1.0,,No,5545.0,1949,4/26/2021,"$380,111 ",
1394,Closed,Montgomery County,"$349,000 ",MILL CREEK SOUTH,Split Level,4,2,1.0,3.0,1.0,Yes,10188.0,1979,6/24/2021,"$380,500 ",
1395,Closed,Montgomery County,"$385,000 ",WHEATON WOODS,Ranch/Rambler,3,1,,1.0,,No,6683.0,1952,1/28/2021,"$381,000 ",
1396,Closed,Anne Arundel County,"$390,000 ",GLEN BURNIE,Split Foyer,4,2,,3.0,1.0,Yes,7560.0,1981,1/22/2021,"$381,000 ","$2,750 "
1397,Closed,Anne Arundel County,"$382,500 ",PARKWOOD,Split Foyer,4,2,1.0,2.0,1.0,Yes,8128.0,1980,5/26/2021,"$382,500 ",
1398,Closed,Carroll County,"$375,000 ",BRIMFIELD,Cape Cod,3,2,1.0,3.0,1.0,Yes,8712.0,1987,5/21/2021,"$382,500 ",
1399,Closed,Anne Arundel County,"$390,000 ",HARMANS WOODS,A-Frame,3,2,,3.0,,Yes,8503.0,1984,5/21/2021,"$382,500 ",
1400,Closed,Montgomery County,"$369,000 ",GLENMONT HILLS,Ranch/Rambler,3,1,,1.0,,No,7114.0,1949,4/26/2021,"$383,000 ",
1401,Closed,Howard County,"$355,000 ",NEW COLONY VILLAGE,Colonial,3,2,1.0,3.0,1.0,Yes,3958.0,2000,6/8/2021,"$383,000 ",
1402,Closed,Anne Arundel County,"$375,000 ",RELDA SQUARE,Ranch/Rambler,4,2,1.0,2.0,1.0,Yes,6187.0,1978,6/7/2021,"$383,100 ",
1403,Closed,Anne Arundel County,"$436,720 ",QUAIL RUN,Colonial,4,2,1.0,2.0,1.0,Yes,7150.0,1995,6/1/2021,"$383,100 ",
1404,Closed,Howard County,"$395,000 ",GLEN COVE ESTATES,Split Foyer,4,2,,2.0,,Yes,10660.0,1988,1/28/2021,"$384,460 ",
1405,Closed,Baltimore County,"$384,900 ",ROLLINGWOOD,Split Level,4,3,,2.0,,No,7527.0,1956,1/12/2021,"$384,900 ",
1406,Closed,Howard County,"$370,000 ",OWEN BROWN,Split Foyer,5,2,,2.0,,Yes,6163.0,1977,3/22/2021,"$385,000 ",
1407,Closed,Prince George's County,"$385,000 ",NONE AVAILABLE,"Other, Traditional",4,2,,2.0,,No,6750.0,1989,5/12/2021,"$385,000 ",
1408,Closed,Anne Arundel County,"$389,999 ",HARMANS WOODS,Split Foyer,4,2,0.0,2.0,,Yes,6500.0,1984,6/23/2021,"$385,000 ",
1409,Closed,Anne Arundel County,"$385,000 ",THE PROVINCES,Split Foyer,4,2,0.0,2.0,,Yes,7251.0,1979,4/21/2021,"$385,000 ",
1410,Closed,Anne Arundel County,"$385,000 ",THE PROVINCES,Split Foyer,4,2,,2.0,1.0,Yes,7672.0,1979,2/26/2021,"$385,000 ","$5,000 "
1411,Closed,Anne Arundel County,"$389,999 ",OAKDALE,Ranch/Rambler,4,2,,1.0,,Yes,26373.0,1958,3/19/2021,"$385,000 ","$6,000 "
1412,Closed,Montgomery County,"$359,900 ",GLENMONT HILLS,Ranch/Rambler,3,1,,2.0,,Yes,6065.0,1949,6/25/2021,"$385,000 ",
1413,Closed,Anne Arundel County,"$365,900 ",GREENBRIAR,Split Foyer,3,2,,2.0,1.0,Yes,7231.0,1990,6/18/2021,"$385,000 ",
1414,Closed,Anne Arundel County,"$400,000 ",ELMHURST,Split Foyer,4,2,,2.0,1.0,No,9000.0,1979,6/4/2021,"$385,000 ",
1415,Closed,Carroll County,"$375,000 ",NONE AVAILABLE,Ranch/Rambler,3,2,,2.0,1.0,Yes,25235.0,1971,5/18/2021,"$385,000 ","$6,500 "
1416,Closed,Anne Arundel County,"$395,000 ",BROOKFIELD NORTH,Split Foyer,5,3,,2.0,1.0,Yes,8121.0,1977,2/23/2021,"$385,000 ",
1417,Closed,Anne Arundel County,"$365,000 ",PROVINCES,Cape Cod,3,2,1.0,2.0,,No,7841.0,1972,5/28/2021,"$385,000 ",
1418,Closed,Howard County,"$365,000 ",OWEN BROWN,Victorian,3,2,1.0,3.0,1.0,Yes,3571.0,1986,2/5/2021,"$385,000 ",
1419,Closed,Carroll County,"$379,000 ",CONESTOGA HEIGHTS,Split Foyer,4,2,1.0,3.0,,Yes,12022.0,1988,1/14/2021,"$385,000 ",
1420,Closed,Anne Arundel County,"$385,000 ",THOMPSON FARMS,Colonial,3,1,1.0,2.0,,No,20001.0,1940,2/9/2021,"$385,000 ","$11,550 "
